Timestamp,Usuário,Canal,Mensagem
Timestamp,Usuário,Canal,Mensagem
2025-04-02 18:07:20,zzshadow__,alanzoka,Brila
2025-04-02 18:07:20,juniorferreira,alanzoka,:O
2025-04-02 18:07:21,littlejames00,alanzoka,brila
2025-04-02 18:07:21,rafaelrodsouza,alanzoka,Pepega
2025-04-02 18:07:21,springseasons,alanzoka,VAI GOLEIRO CASSIO
2025-04-02 18:07:22,rynpxo,alanzoka,brilá
2025-04-02 18:07:23,governodoriodejaneiro,alanzoka,brilar
2025-04-02 18:07:23,karol_from_thebordelands,alanzoka,brilaa
2025-04-02 18:07:23,menezees_,alanzoka,brilar
2025-04-02 18:07:23,believemystica,alanzoka,eavClap
2025-04-02 18:07:24,prefeituradeflorianopolis,alanzoka,brila
2025-04-02 18:07:24,annabethblue,alanzoka,alanzShrug alanzShrug alanzShrug
2025-04-02 18:07:24,mylittlep0lly,alanzoka,vai sim confia
2025-04-02 18:07:24,slakk25,alanzoka,meiyaCRAZY
2025-04-02 18:07:25,lunet___,alanzoka,ó
2025-04-02 18:07:25,jhonnyf0x,alanzoka,eu so chama o pai
2025-04-02 18:07:25,morcaise,alanzoka,Brilarson
2025-04-02 18:07:25,sohnatan,alanzoka,BRILA
2025-04-02 18:07:25,matheusporto__,alanzoka,brilá
2025-04-02 18:07:25,sakachii_,alanzoka,brila natsu3Slam
2025-04-02 18:07:25,themarchemello,alanzoka,brila
2025-04-02 18:07:26,ankabov,alanzoka,bora cassio
2025-04-02 18:07:27,guaxinimgotica,alanzoka,desde que o filme não tenha o mesmo elenco do dos Beatles tá bom
2025-04-02 18:07:27,dearmargarida,alanzoka,POGGERS vai cassio
2025-04-02 18:07:27,dchiquinho,alanzoka,brilá
2025-04-02 18:07:27,tataluv_,alanzoka,brilá
2025-04-02 18:07:27,nightbot,alanzoka,Compre jogos e gift cards mais baratos! Use o cupom ALANZOKA para obter 10% OFF https://bit.ly/alanzoka__nuuvem
2025-04-02 18:07:28,cassio_oloko,alanzoka,eu? alanzPerdi
2025-04-02 18:07:28,annabethblue,alanzoka,brila
2025-04-02 18:07:29,esquilo_guloso,alanzoka,GivePLZ
2025-04-02 18:07:30,zzshadow__,alanzoka,eu confio
2025-04-02 18:07:30,leohbo,alanzoka,o Oscar vem
2025-04-02 18:07:31,miguelgomes1233,alanzoka,Vai @cassio_oloko arielleCheer
2025-04-02 18:07:31,krissesyellowspeedo,alanzoka,nome desse jogo?
2025-04-02 18:07:32,slakk25,alanzoka,vai pegar penalty o Cassiopeia
2025-04-02 18:07:32,samukaceno19,alanzoka,AlanDeNiro
2025-04-02 18:07:32,schwenke_,alanzoka,BOA @cassio_oloko
2025-04-02 18:07:32,ultraphill,alanzoka,Coloca mais um ator!
2025-04-02 18:07:33,believemystica,alanzoka,A noite vai brilhar eavRave
2025-04-02 18:07:33,rynpxo,alanzoka,goleiro cássio?
2025-04-02 18:07:33,juliasgabriela,alanzoka,brila cassio
2025-04-02 18:07:34,delicatta,alanzoka,Brila cassio
2025-04-02 18:07:34,igloover,alanzoka,brila
2025-04-02 18:07:35,slakk25,alanzoka,porra
2025-04-02 18:07:36,gaspar_leugim,alanzoka,BRILHA CASSIO
2025-04-02 18:07:36,ultraphill,alanzoka,dois leads
2025-04-02 18:07:36,notrealvitor,alanzoka,olha cassio como ta indo alto
2025-04-02 18:07:37,menezees_,alanzoka,Ed Cullen
2025-04-02 18:07:38,cattzoka,alanzoka,qual o jogo
2025-04-02 18:07:39,guinhoanjos,alanzoka,@cassio_oloko o oscar vai vim
2025-04-02 18:07:39,espirrodegrillo,alanzoka,Coloca mais
2025-04-02 18:07:39,felipemaxplay_tm,alanzoka,F junior
2025-04-02 18:07:39,kelvinfsl,alanzoka,coloca o craque neto
2025-04-02 18:07:39,old_luf,alanzoka,FALA DIREITO PORRA
2025-04-02 18:07:40,juniorferreira,alanzoka,@cassio_oloko fomos separados miaowCry
2025-04-02 18:07:40,morcaise,alanzoka,Brila @cassio_oloko
2025-04-02 18:07:40,sakachii_,alanzoka,natsu3Sing
2025-04-02 18:07:41,crazynho1,alanzoka,alanzAP
2025-04-02 18:07:41,believemystica,alanzoka,Já brilou
2025-04-02 18:07:42,allecara,alanzoka,CASSIO QUE TRATOU BEM MEU NETO LA EM ORLANDO
2025-04-02 18:07:42,thejayman,alanzoka,Muito estranho ver o alanzoka falar meu nome kkkk
2025-04-02 18:07:43,silixplay,alanzoka,nunca duvidei do cassio
2025-04-02 18:07:43,owric,alanzoka,Brila Cassio
2025-04-02 18:07:43,igloover,alanzoka,@cassio_oloko
2025-04-02 18:07:45,cassio_oloko,alanzoka,alanzNote vo trabalha aqui
2025-04-02 18:07:47,hitashitwitch,alanzoka,respondendo um zap
2025-04-02 18:07:49,ankabov,alanzoka,tras o oscar pra casa cassio
2025-04-02 18:07:49,delicatta,alanzoka,Brilha muito no corinthians
2025-04-02 18:07:49,klsga,alanzoka,CASSIO?? IS THAT A FUCKING CRUZEIRO ESPORTE CLUBE REFERENCE?
2025-04-02 18:07:49,lgbispo,alanzoka,vai filmar o Cassio defendendo gol no ângulo? alanU
2025-04-02 18:07:50,apol0gam,alanzoka,ESSE FILME VAI SER O PRIMEIRO FILME BOM DA SUA INDUSTRIA
2025-04-02 18:07:51,cassio_oloko,alanzoka,@Juniorferreira nooooo alanzSad
2025-04-02 18:07:51,robbydeltoro,alanzoka,E BRILHA MUITO NO CORINTHIANS
2025-04-02 18:07:52,believemystica,alanzoka,eavNod
2025-04-02 18:07:52,velhobroxador,alanzoka,gaulesCi gaulesNe gaulesMa
2025-04-02 18:07:53,batsuke,alanzoka,alanzAP
2025-04-02 18:07:55,saviooo,alanzoka,Brila Cassio
2025-04-02 18:07:55,celo_duque,alanzoka,Ele já começou a filmar o Alanzoka: A Nextstage History?
2025-04-02 18:07:58,springseasons,alanzoka,Tacaram o pau no junior nos ultimos 3 review e tu ainda pergunta porque ele ta mal alan
2025-04-02 18:07:58,srmelancia,alanzoka,KKon
2025-04-02 18:07:59,mary_mel0,alanzoka,não dá pra por dois atores no mesmo filme??
2025-04-02 18:07:59,slakk25,alanzoka,@klsga corinthians
2025-04-02 18:08:00,srmelancia,alanzoka,KKona
2025-04-02 18:08:00,satehzin,alanzoka,junior rodou alanzChef
2025-04-02 18:08:01,blitzrieg1,alanzoka,"escala o the rock, holywood gosta dessas merdas"
2025-04-02 18:08:02,annabethblue,alanzoka,@cassio_oloko a estrela dessa indústria
2025-04-02 18:08:02,morcaise,alanzoka,KKona
2025-04-02 18:08:03,governodoriodejaneiro,alanzoka,KKona
2025-04-02 18:08:03,sakachii_,alanzoka,comida é sempre bom natsu3Mlem
2025-04-02 18:08:04,zzshadow__,alanzoka,KKona
2025-04-02 18:08:04,believemystica,alanzoka,Dá
2025-04-02 18:08:06,lunet___,alanzoka,da
2025-04-02 18:08:07,old_luf,alanzoka,ESSE CURINTHIA @alanzoka
2025-04-02 18:08:09,imbmoreira,alanzoka,Nao
2025-04-02 18:08:12,yraa_a,alanzoka,Cheio de banheiro perto
